"","Tranche2CDSValue_0.0005","Tranche2CDSValue_0.0008","Tranche2CDSValue_0.0012","Tranche2CDSValue_0.0016","Tranche2CDSValue_0.0028","Date"
"2139",-552493.322824966,-2034455.5247277,-4010405.12726467,-5986354.72980165,-11914203.5374126,2013-10-04
"2140",-609571.106711376,-2091242.72387309,-4066804.88008871,-6042367.03630434,-11969053.5049512,2013-10-07
"2141",-672399.526270633,-2147152.00151816,-4113488.63518152,-6079825.26884489,-11978835.169835,2013-10-08
"2142",-749383.501301946,-2225414.74728369,-4193456.40859267,-6161498.06990166,-12065623.0538286,2013-10-09
"2143",-838566.428442178,-2314597.67442392,-4282639.33573291,-6250680.99704189,-12154805.9809689,2013-10-10
"2144",-960443.901380187,-2446486.79558557,-4427877.32119276,-6409267.84679994,-12353439.4236215,2013-10-11
"2145",-1116094.44408889,-2602137.33829428,-4583527.86390146,-6564918.38950864,-12509089.9663302,2013-10-15
"2146",-1291861.89524432,-2783053.64221895,-4771309.30485178,-6759564.96748461,-12724331.9553831,2013-10-16
"2147",-1448736.79742472,-2938649.77366513,-4925200.40865233,-6911751.04363954,-12871402.9486012,2013-10-17
"2148",-1593777.92063542,-3089287.98733691,-5083301.40960555,-7077314.8318742,-13059355.0986801,2013-10-18
"2149",-1704363.64815632,-3189862.06663416,-5170526.62460462,-7151191.18257507,-13093184.8564864,2013-10-21
"2150",-1764671.86344317,-3250599.94752908,-5231837.39297696,-7213074.83842484,-13156787.1747685,2013-10-22
"2151",-1789090.2014693,-3271189.09332346,-5247320.949129,-7223452.80493454,-13151848.3723512,2013-10-23
"2152",-1819211.74539667,-3315637.97921579,-5310872.95764128,-7306107.93606678,-13291812.8713433,2013-10-24
"2153",-1803279.08969942,-3294526.65750861,-5282856.74792085,-7271186.8383331,-13236177.1095698,2013-10-25
"2154",-1769424.93244814,-3260771.51015832,-5249233.61377188,-7237695.71738545,-13203082.0282261,2013-10-28
"2155",-1724133.99432027,-3218264.92013143,-5210439.48787966,-7202614.05562788,-13179137.7588725,2013-10-29
"2156",-1656966.12287139,-3150050.65547181,-5140830.03227236,-7131609.40907292,-13103947.5394746,2013-10-30
"2157",-1572728.90241621,-3052491.1586745,-5025507.50035223,-6998523.84202995,-12917572.8670631,2013-10-31
"2158",-1515162.10705592,-2994505.93886308,-4966964.38127261,-6939422.82368215,-12856798.1509108,2013-11-01
"2159",-1480875.41475422,-2965063.43881208,-4943980.80422257,-6922898.16963305,-12859650.2658645,2013-11-04
"2160",-1462199.29442295,-2943173.30477175,-4917805.31857015,-6892437.33236855,-12816333.3737637,2013-11-05
"2161",-1471203.35877554,-2956103.81245693,-4935971.08403212,-6915838.35560731,-12855440.1703329,2013-11-06
"2162",-1492405.17421558,-2976300.56227413,-4954827.7463522,-6933354.93043027,-12868936.4826645,2013-11-07
"2163",-1530795.99855693,-3015071.08293444,-4994104.52877112,-6973137.9746078,-12910238.3121178,2013-11-08
"2164",-1574271.99689893,-3053833.01632417,-5026581.04222449,-6999329.06812482,-12917573.1458258,2013-11-12
"2165",-1638705.03961467,-3122923.88458284,-5101882.3445404,-7080840.80449796,-13017716.1843706,2013-11-13
"2166",-1720452.16966038,-3211640.41137426,-5199891.4003261,-7188142.38927795,-13152895.3561335,2013-11-14
"2167",-1800208.10343057,-3291863.10610626,-5280736.44300718,-7269609.77990811,-13236229.7906109,2013-11-15
"2168",-1879732.68872125,-3371305.02478095,-5360068.13952722,-7348831.25427349,-13315120.5985123,2013-11-18
"2169",-1947946.87365014,-3439371.75567872,-5427938.26505017,-7416504.77442162,-13382204.302536,2013-11-19
"2170",-2009474.01092347,-3500191.16376105,-5487814.03421115,-7475436.90466125,-13438305.5160116,2013-11-20
"2171",-2047757.97309401,-3528565.00296158,-5502974.37611834,-7477383.7492751,-13400611.8687454,2013-11-21
"2172",-2116506.55246041,-3615186.01012375,-5613425.28700821,-7611664.56389267,-13606382.394546,2013-11-22
"2173",-2149989.05972477,-3648482.87382376,-5646474.62595574,-7644466.37808772,-13638441.6344837,2013-11-25
"2174",-2177801.19087552,-3676213.32180619,-5674096.16304708,-7671979.00428797,-13665627.5280107,2013-11-26
"2175",-2183604.46701537,-3678195.85323897,-5670984.36820376,-7663772.88316855,-13642138.4280629,2013-11-27
"2176",-2187992.4771985,-3681584.77997717,-5673041.18368205,-7664497.58738694,-13638866.7985016,2013-11-28
"2177",-2159133.30299193,-3638277.31070764,-5610469.32099526,-7582661.33128287,-13499237.3621457,2013-11-29
"2178",-2151029.3584478,-3640699.69435766,-5626926.80890414,-7613153.92345063,-13571835.2670901,2013-12-02
"2179",-2115482.63226159,-3605152.96817146,-5591380.08271794,-7577607.19726442,-13536288.5409039,2013-12-03
"2180",-2081535.49906496,-3571076.48332998,-5557131.12901667,-7543185.77470337,-13501349.7117634,2013-12-04
"2181",-2040549.0159524,-3529830.09922732,-5515538.21026055,-7501246.32129378,-13458370.6543935,2013-12-05
"2182",-1995113.64625943,-3480503.83583972,-5461024.08861343,-7441544.34138715,-13383105.0997083,2013-12-06
"2183",-1946101.5664258,-3421410.97236639,-5388490.18028719,-7355569.38820798,-13256807.0119704,2013-12-09
"2184",-1923842.53163732,-3398706.39302345,-5365191.54153831,-7331676.69005316,-13231132.1355977,2013-12-10
"2185",-1906937.68260136,-3384463.87289725,-5354498.79329178,-7324533.7136863,-13234638.4748699,2013-12-11
"2186",-1890558.41652712,-3368684.37833863,-5339518.9940873,-7310353.60983598,-13222857.457082,2013-12-12
"2187",-1894098.56594708,-3381020.43960784,-5363582.93782218,-7346145.43603652,-13293832.9306795,2013-12-13
"2188",-1893254.78443396,-3380975.84608459,-5364603.92828544,-7348232.01048629,-13299116.2570888,2013-12-16
"2189",-1898955.52530915,-3387122.13151424,-5371344.27312102,-7355566.41472781,-13308232.8395482,2013-12-17
"2190",-1906815.91625263,-3395463.72313969,-5380327.46565577,-7365191.20817185,-13319782.4357201,2013-12-18
"2191",-1936593.1566742,-3438036.07649131,-5439959.96958079,-7441883.86267027,-13447655.5419387,2013-12-19
"2192",-1932702.30054368,-3425922.73968776,-5416883.32521319,-7407843.91073863,-13380725.6673149,2013-12-20
"2193",-1939255.20180973,-3430673.9777164,-5419232.34559197,-7407790.71346753,-13373465.8170942,2013-12-23
"2194",-1941322.38143176,-3432974.59758387,-5421844.21912001,-7410713.84065615,-13377322.7052646,2013-12-24
"2195",-1937236.25447592,-3425744.9410363,-5410423.18978348,-7395101.43853065,-13349136.1847722,2013-12-27
"2196",-1917579.49881225,-3392693.30092697,-5359511.70374659,-7326330.10656622,-13226785.3150251,2013-12-30
"2197",-1918050.01797357,-3393821.49886517,-5361516.80672064,-7329212.11457611,-13232298.0381425,2013-12-31
"2198",-1917958.44271967,-3394175.46816573,-5362464.83542714,-7330754.20268855,-13235622.3044728,2014-01-02
"2199",-1923318.56391904,-3399302.14911967,-5367280.2627205,-7335258.37632134,-13239192.7171238,2014-01-03
"2200",-1928195.92465951,-3405784.78068134,-5375903.2553771,-7346021.73007287,-13256377.1541602,2014-01-06
"2201",-1924960.85957059,-3408269.12860514,-5386013.48731788,-7363757.84603062,-13296990.9221688,2014-01-07
"2202",-1907780.54051682,-3390087.65807799,-5366497.14815955,-7342906.63824112,-13272135.1084858,2014-01-08
"2203",-1880194.22217776,-3362784.86809177,-5339572.39597712,-7316359.92386246,-13246722.5075185,2014-01-09
"2204",-1839288.25956944,-3321994.41703461,-5298935.96032149,-7275877.50360838,-13206702.133469,2014-01-10
"2205",-1786173.82743097,-3267274.71407494,-5242075.89626689,-7216877.07845884,-13141280.6250347,2014-01-13
"2206",-1765718.58995094,-3261211.92209615,-5255203.0316231,-7249194.14115005,-13231167.4697309,2014-01-14
"2207",-1713522.7346009,-3209609.68427106,-5204392.28383126,-7199174.88339147,-13183522.6820721,2014-01-15
"2208",-1667011.74553707,-3162815.16685439,-5157219.72861081,-7151624.29036724,-13134837.9756365,2014-01-16
"2209",-1621388.86554511,-3117900.19958345,-5113248.6449679,-7108597.09035235,-13094642.4265057,2014-01-17
"2210",-1593541.95914991,-3090053.29318825,-5085401.7385727,-7080750.18395715,-13066795.5201105,2014-01-20
"2211",-1545014.05040941,-3021413.52593377,-4989946.15996625,-6958478.79399872,-12864076.6960962,2014-01-21
"2212",-1539069.88111944,-3016786.92571017,-4987076.31849781,-6957365.71128544,-12868233.8896484,2014-01-22
"2213",-1540222.85659526,-3018278.39961963,-4989019.12365211,-6959759.8476846,-12871982.0197821,2014-01-23
"2214",-1566382.40468295,-3061436.30561335,-5054841.5068539,-7048246.70809444,-13028462.3118161,2014-01-24
"2215",-1575728.67131608,-3070917.58574784,-5064502.80499018,-7058088.02423253,-13038843.6819596,2014-01-27
"2216",-1586444.93585542,-3081633.85028718,-5075219.06952952,-7068804.28877187,-13049559.9464989,2014-01-28
"2217",-1600280.330068,-3093981.56477527,-5085583.21105162,-7077184.85732797,-13051989.796157,2014-01-29
"2218",-1600301.10108041,-3093866.04603645,-5085285.97264449,-7076705.89925254,-13050965.6790767,2014-01-30
"2219",-1563010.34555031,-3039517.88844576,-5008194.61230635,-6976871.33616695,-12882901.5077487,2014-02-03
"2220",-1551534.2195824,-3027935.95488749,-4996471.60196093,-6965007.24903437,-12870614.1902547,2014-02-04
"2221",-1547160.06313282,-3023872.66039844,-4992822.79008594,-6961772.91977343,-12868623.3088359,2014-02-05
"2222",-1550540.00211264,-3026628.33994271,-4994746.12371614,-6962863.90748957,-12867217.2588099,2014-02-06
"2223",-1580155.75118351,-3056071.08624217,-5023958.1996537,-6991845.31306524,-12895506.6532999,2014-02-07
"2224",-1638685.10778021,-3113924.68045517,-5080910.77735512,-7047896.87425507,-12948855.1649549,2014-02-10
"2225",-1679284.5936375,-3154524.16631246,-5121510.26321241,-7088496.36011236,-12989454.6508122,2014-02-11
"2226",-1713572.80012955,-3188999.75746248,-5156235.70057306,-7123471.64368363,-13025179.4730153,2014-02-12
"2227",-1743506.27954779,-3219131.27629056,-5186631.27194759,-7154131.26760462,-13056631.2545757,2014-02-13
"2228",-1759169.2455916,-3235041.79159668,-5202871.85293678,-7170701.91427688,-13074192.0982972,2014-02-14
"2229",-1745122.1813766,-3220935.31555873,-5188686.16113489,-7156437.00671105,-13059689.5434395,2014-02-18
"2230",-1740369.34665337,-3216182.4808355,-5183933.32641166,-7151684.17198783,-13054936.7087163,2014-02-19
"2231",-1721718.04568245,-3197062.13915705,-5164187.59712319,-7131313.05508932,-13032689.4289877,2014-02-20
"2232",-1686570.53869635,-3162318.4268118,-5129982.2776324,-7097646.128453,-13000637.6809148,2014-02-21
"2233",-1648075.94683188,-3123576.28568503,-5090910.07082255,-7058243.85596008,-12960245.2113727,2014-02-24
"2234",-1628668.01746961,-3104168.35632276,-5071502.14146029,-7038835.92659782,-12940837.2820104,2014-02-25
"2235",-1604516.61086815,-3080449.43284426,-5048359.86214574,-7016270.29144722,-12920001.5793517,2014-02-26
"2236",-1592106.3351673,-3068039.15714341,-5035949.58644489,-7003860.01574637,-12907591.3036508,2014-02-27
"2237",-1613487.28137724,-3093274.53811986,-5066324.21377668,-7039373.88943351,-12958522.916404,2014-02-28
"2238",-1650576.17105673,-3130334.22188836,-5103344.95633054,-7076355.69077272,-12995387.8940993,2014-03-03
"2239",-1689711.86869949,-3169440.71362014,-5142412.50684767,-7115384.3000752,-13034299.6797578,2014-03-04
"2240",-1731888.24635984,-3211868.27353366,-5185174.97643209,-7158481.67933053,-13078401.7880258,2014-03-05
"2241",-1765664.91276539,-3245615.73402823,-5218883.49571201,-7192151.2573958,-13111954.5424472,2014-03-06
"2242",-1779986.21537249,-3255451.56190715,-5222738.69062002,-7190025.81933289,-13091887.2054715,2014-03-07
"2243",-1804422.13857151,-3295389.4898521,-5283345.95822621,-7271302.42660032,-13235171.8317226,2014-03-10
"2244",-1806033.68554189,-3302207.40722696,-5297105.70280704,-7292003.99838713,-13276698.8851274,2014-03-11
"2245",-1803988.53074097,-3299775.610372,-5294158.38321337,-7288541.15605474,-13271689.4745789,2014-03-12
"2246",-1811681.57145313,-3307468.65108416,-5301851.42392553,-7296234.19676691,-13279382.515291,2014-03-13
"2247",-1841866.95324573,-3355110.93751459,-5372769.5832064,-7390428.22889822,-13443404.1659737,2014-03-14
"2248",-1831074.1422323,-3329443.64929672,-5327269.65871594,-7325095.66813517,-13318573.6963928,2014-03-17
"2249",-1841381.19575849,-3335605.15278617,-5327903.76215642,-7320202.37152668,-13297098.1996374,2014-03-18
"2250",-1852926.46454359,-3347042.35553382,-5339196.87685412,-7331351.39817442,-13307814.9621353,2014-03-19
"2251",-1891569.49485606,-3407379.17913866,-5428458.75818212,-7449538.33722559,-13512777.074356,2014-03-20
"2252",-1876290.57143132,-3374643.35107608,-5372447.0572691,-7370250.76346212,-13363661.8820412,2014-03-21
"2253",-1887373.09493826,-3389832.25793263,-5393111.14192512,-7396390.02591761,-13406226.6778951,2014-03-24
"2254",-1890606.65520125,-3392183.21564965,-5394285.29624751,-7396387.37684538,-13402693.618639,2014-03-25
"2255",-1898622.11250984,-3402056.87099268,-5406636.54896979,-7411216.22694691,-13424955.2608783,2014-03-26
"2256",-1864305.18041607,-3346046.14560654,-5321700.76586049,-7297355.38611445,-13224319.2468763,2014-03-27
"2257",-1899164.96424497,-3406740.74582847,-5416841.7879398,-7426942.83005113,-13457245.9563851,2014-03-28
"2258",-1876489.49091009,-3380455.34900124,-5385743.15978944,-7391030.97057763,-13406894.4029422,2014-03-31
"2259",-1868204.27820509,-3374573.77098796,-5383066.42803179,-7391559.08507561,-13417037.0562071,2014-04-01
"2260",-1836045.83395798,-3340338.96551078,-5346063.14091451,-7351787.31631824,-13368959.8425294,2014-04-02
"2261",-1801397.05976708,-3307472.3695377,-5315572.7825652,-7323673.19559269,-13347974.4346752,2014-04-03
"2262",-1716860.86310563,-3197457.79212679,-5171587.03082166,-7145716.26951653,-13068103.9856011,2014-04-04
"2263",-1670889.91404501,-3150362.85566743,-5122993.44449731,-7095624.0333272,-13013515.7998169,2014-04-07
"2264",-1612845.28472257,-3089290.82927702,-5057884.88868296,-7026478.9480889,-12932261.1263067,2014-04-08
"2265",-1577507.02932442,-3055386.06505408,-5025891.44602696,-6996396.82699984,-12907912.9699185,2014-04-09
"2266",-1551417.43927387,-3027514.2967857,-4995643.44013482,-6963772.58348394,-12868160.0135313,2014-04-10
"2267",-1539784.30205021,-3015524.72391848,-4983178.61974285,-6950832.51556721,-12853794.2030403,2014-04-11
"2268",-1547763.62497058,-3029163.08149232,-5004362.35685464,-6979561.63221696,-12905159.4583039,2014-04-14
"2269",-1555550.91715584,-3038351.31274055,-5015418.50685351,-6992485.70096647,-12923687.2833053,2014-04-15
"2270",-1569370.77514326,-3050737.67955277,-5025893.55209879,-7001049.4246448,-12926517.0422829,2014-04-16
"2271",-1591859.09733019,-3073226.00173971,-5048381.87428572,-7023537.74683174,-12949005.3644698,2014-04-17
"2272",-1614436.96792055,-3095803.87233006,-5070959.74487608,-7046115.6174221,-12971583.2350602,2014-04-21
"2273",-1629761.05558383,-3105857.76422376,-5073986.70907701,-7042115.65393026,-12946502.48849,2014-04-22
"2274",-1661716.9572393,-3152622.16187742,-5140495.76806156,-7128369.37424571,-13091990.1927982,2014-04-23
"2275",-1650764.83676418,-3142081.31329871,-5130503.28201142,-7118925.25072413,-13084191.1568623,2014-04-24
"2276",-1628204.07527758,-3119520.55181211,-5107942.52052481,-7096364.48923752,-13061630.3953756,2014-04-25
"2277",-1594956.26465464,-3086398.54200455,-5074988.24513776,-7063577.94827097,-13029347.0576706,2014-04-28
"2278",-1548467.00994048,-3039601.45650731,-5027780.71859641,-7015959.98068552,-12980497.7669528,2014-04-29
"2279",-1490809.82275885,-2967592.08144004,-4936635.09301495,-6905678.10458987,-12812807.1393146,2014-04-30
"2280",-1465538.98241542,-2942325.46540098,-4911374.10938171,-6880422.75336245,-12787568.6853047,2014-05-01
"2281",-1443187.31015773,-2920033.19908388,-4889161.05098541,-6858288.90288694,-12765672.4585915,2014-05-02
"2282",-1425007.68575247,-2901727.77386325,-4870687.89134427,-6839648.0088253,-12746528.3612684,2014-05-05
"2283",-1419215.48576037,-2895854.56577033,-4864706.67245027,-6833558.77913022,-12740115.0991701,2014-05-06
"2284",-1416554.03009501,-2891877.56817912,-4858975.61895793,-6826073.66973674,-12727367.8220732,2014-05-07
"2285",-1428119.92415512,-2903625.51991148,-4870966.31425329,-6838307.1085951,-12740329.4916205,2014-05-08
"2286",-1447190.52225139,-2922636.71206716,-4889898.29848818,-6857159.8849092,-12758944.6441723,2014-05-09
"2287",-1469746.7643521,-2945192.95416787,-4912454.54058889,-6879716.12700991,-12781500.886273,2014-05-12
"2288",-1496752.04992709,-2972216.99951357,-4939503.59896221,-6906790.19841085,-12808649.9967568,2014-05-13
"2289",-1533250.50901186,-3017493.15047058,-4996483.3390822,-6975473.52769382,-12912444.0935287,2014-05-14
"2290",-1538232.04300934,-3021889.86043944,-5000100.28367956,-6978310.70691969,-12912941.9766401,2014-05-15
"2291",-1548677.21960338,-3033855.38549689,-5014092.94002158,-6994330.49454626,-12935043.1581203,2014-05-16
"2292",-1551111.30836954,-3036324.5777734,-5016608.93697855,-6996893.2961837,-12937746.3737992,2014-05-20
"2293",-1554881.21483419,-3041352.34969578,-5023313.86284458,-7005275.37599337,-12951159.9154398,2014-05-21
"2294",-1547239.26851234,-3026905.10662759,-4999792.89078126,-6972680.67493493,-12891344.0273959,2014-05-22
"2295",-1552390.00469901,-3033973.80603916,-5009418.87449269,-6984863.94294622,-12911199.1483068,2014-05-23
"2296",-1558152.14650949,-3038215.59938622,-5011633.53655518,-6985051.47372416,-12905305.2852311,2014-05-26
"2297",-1561254.89083562,-3041283.240202,-5014654.3726905,-6988025.505179,-12908138.9026445,2014-05-27
"2298",-1572824.95009997,-3051576.6742379,-5023245.63975514,-6994914.60527238,-12909921.5018241,2014-05-28
"2299",-1588281.40594674,-3064964.57426358,-5033875.46535268,-7002786.35644179,-12909519.0297091,2014-05-29
"2300",-1617350.13253384,-3094906.28216312,-5064981.14833548,-7035056.01450786,-12945280.613025,2014-05-30
"2301",-1647119.58789687,-3134927.46475216,-5118671.30055921,-7102415.13636626,-13053646.6437874,2014-06-02
"2302",-1678685.84211485,-3167384.80807905,-5152316.76269798,-7137248.71731691,-13092044.5811737,2014-06-03
"2303",-1696117.55338047,-3185707.60845358,-5171827.68188439,-7157947.75531521,-13116307.9756077,2014-06-04
"2304",-1712609.77428886,-3202645.37391643,-5189359.50675318,-7176073.63958994,-13136216.0381002,2014-06-05
"2305",-1718383.50625036,-3206506.52060509,-5190670.53974472,-7174834.55888435,-13127326.6163033,2014-06-06
"2306",-1720460.14354237,-3206351.23265128,-5187539.35146317,-7168727.47027505,-13112291.8267107,2014-06-09
"2307",-1729572.89057934,-3222656.3417816,-5213434.27671795,-7204212.2116543,-13176546.0164634,2014-06-10
"2308",-1737270.4186104,-3237482.58268395,-5237765.46811535,-7238048.35354675,-13238897.0098409,2014-06-11
"2309",-1736155.73853514,-3243942.16003443,-5254324.05536682,-7264705.95069921,-13295851.6366964,2014-06-12
"2310",-1706834.04832716,-3225918.27825898,-5251363.91816808,-7276809.55807717,-13353146.4778045,2014-06-20
"2311",-1675058.14450344,-3206148.62769217,-5247602.60527714,-7289056.58286211,-13413418.515617,2014-06-23
"2312",-1623855.51104881,-3154882.34501547,-5196251.45697102,-7237620.56892657,-13361727.9047932,2014-06-24
"2313",-1569907.69935162,-3102442.53027182,-5145822.30483209,-7189202.07939236,-13319341.4030732,2014-06-25
"2314",-1519086.50766022,-3051621.33858042,-5095001.11314069,-7138380.88770096,-13268520.2113818,2014-06-26
"2315",-1492544.2304131,-3020909.96577206,-5058730.94625068,-7096551.92672929,-13210014.8681651,2014-06-27
"2316",-1436816.55924588,-2953176.04134794,-4974988.68415068,-6996801.32695342,-13062239.2553617,2014-07-02
"2317",-1396054.70707233,-2912414.18917439,-4934226.83197713,-6956039.47477987,-13021477.4031881,2014-07-03
"2318",-1348832.0883997,-2863683.57354822,-4883485.55374624,-6903287.53394426,-12962693.4745383,2014-07-04
"2319",-1306006.49093749,-2820857.97608601,-4840659.95628402,-6860461.93648204,-12919867.8770761,2014-07-07
"2320",-1272331.43613931,-2787182.92128782,-4806984.90148584,-6826786.88168386,-12886192.8222779,2014-07-08
"2321",-1263136.91339423,-2777988.39854275,-4797790.37874077,-6817592.35893879,-12876998.2995328,2014-07-09
"2322",-1245139.51788594,-2759991.00303445,-4779792.98323247,-6799594.96343049,-12859000.9040246,2014-07-10
"2323",-1238832.9602044,-2753684.44535291,-4773486.42555093,-6793288.40574895,-12852694.346343,2014-07-11
"2324",-1243080.20385302,-2775205.10865119,-4818038.31504875,-6860871.52144631,-12989371.140639,2014-07-14
"2325",-1223457.78135532,-2757871.16500138,-4803755.67652945,-6849640.18805753,-12987293.7226418,2014-07-15
"2326",-1205624.88645742,-2741074.42023012,-4788340.46526038,-6835606.51029064,-12977404.6453814,2014-07-16
"2327",-1202654.89580726,-2739101.12924993,-4787696.10717348,-6836291.08509703,-12982076.0188677,2014-07-17
"2328",-1209208.40564676,-2745654.63908942,-4794249.61701297,-6842844.59493653,-12988629.5287072,2014-07-18
"2329",-1195648.24844826,-2715412.82798155,-4741765.6006926,-6768118.37340365,-12847176.6915368,2014-07-21
"2330",-1204409.14043135,-2721885.24111675,-4745186.70869729,-6768488.17627783,-12838392.5790194,2014-07-22
"2331",-1210216.44013282,-2726656.39069158,-4748576.32476993,-6770496.25884828,-12836256.0610833,2014-07-23
"2332",-1232185.08419263,-2761606.62961103,-4800835.35683555,-6840064.08406007,-12957750.2657336,2014-07-24
"2333",-1238076.70874927,-2768410.06627911,-4808854.54298555,-6849299.019692,-12970632.4498113,2014-07-25
"2334",-1248437.86157669,-2778179.45336625,-4817834.90908565,-6857490.36480506,-12976456.7319633,2014-07-28
"2335",-1259512.44885503,-2789254.04064458,-4828909.49636399,-6868564.9520834,-12987531.3192416,2014-07-29
"2336",-1277642.52062074,-2807384.11241029,-4847039.5681297,-6886695.02384911,-13005661.3910073,2014-07-30
"2337",-1284070.60471235,-2800483.36156329,-4822367.03736455,-6844250.7131658,-12909901.7405696,2014-07-31
"2338",-1292900.46651505,-2808401.41125455,-4829069.33757388,-6849737.26389321,-12911741.0428512,2014-08-01
"2339",-1311527.92898008,-2827028.87371958,-4847696.80003891,-6868364.72635824,-12930368.5053162,2014-08-05
"2340",-1328633.94894363,-2844676.31491386,-4866066.1362075,-6887455.95750114,-12951625.4213821,2014-08-06
"2341",-1338009.2471246,-2854051.61309483,-4875441.43438847,-6896831.25568211,-12961000.719563,2014-08-07
"2342",-1343032.90510863,-2858425.81148787,-4878949.6866602,-6899473.56183253,-12961045.1873495,2014-08-08
"2343",-1350133.90626825,-2865526.8126475,-4886050.68781982,-6906574.56299215,-12968146.1885091,2014-08-11
"2344",-1355849.71565036,-2871242.62202961,-4891766.49720193,-6912290.37237426,-12973861.9978912,2014-08-12
"2345",-1364600.45822081,-2879451.94336933,-4899253.92356735,-6919055.90376537,-12978461.8443594,2014-08-13
"2346",-1403925.35972165,-2935888.91005898,-4978506.97717543,-7021125.04429188,-13148979.2456412,2014-08-14
"2347",-1420522.30765728,-2954192.19884146,-4999085.38708704,-7043978.57533262,-13178658.1400694,2014-08-15
"2348",-1435496.87962686,-2969166.77081105,-5014059.95905663,-7058953.14730221,-13193632.7120389,2014-08-18
"2349",-1446879.43077277,-2980549.32195695,-5025442.51020253,-7070335.69844811,-13205015.2631849,2014-08-19
"2350",-1460134.28632393,-2994128.20991136,-5039453.44136126,-7084778.67281116,-13220754.3671609,2014-08-20
"2351",-1438103.37019781,-2954985.22859642,-4977494.37312789,-7000003.51765937,-13067530.9512538,2014-08-21
"2352",-1432953.29072568,-2948128.80827743,-4968362.83167977,-6988596.85508211,-13049298.9252891,2014-08-22
"2353",-1428129.68912958,-2944587.58584176,-4966531.44812467,-6988475.31040758,-13054306.8972563,2014-08-25
"2354",-1420596.39413385,-2937777.49360109,-4960685.62622408,-6983593.75884706,-13052318.156716,2014-08-26
"2355",-1410005.35548183,-2929933.70967454,-4956504.84859815,-6983075.98752177,-13062789.4042926,2014-08-27
"2356",-1398003.00284144,-2917931.35703415,-4944502.49595776,-6971073.63488138,-13050787.0516522,2014-08-28
"2357",-1394725.56110931,-2921055.25078441,-4956161.50368454,-6991267.75658466,-13096586.5152851,2014-08-29
"2358",-1387323.42327638,-2912370.73379105,-4945767.14781061,-6979163.56183018,-13079352.8038889,2014-09-02
"2359",-1374396.58026308,-2898720.6880227,-4931152.83170218,-6963584.97538166,-13060881.4064201,2014-09-03
"2360",-1368087.15553606,-2889339.97616696,-4917677.07034149,-6946014.16451603,-13031025.4470396,2014-09-04
"2361",-1369210.54574481,-2890463.36637571,-4918800.46055024,-6947137.55472477,-13032148.8372484,2014-09-05
"2362",-1366270.60841414,-2890064.8092628,-4921790.41039434,-6953516.01152588,-13048692.8149205,2014-09-08
"2363",-1356420.77471396,-2880214.97556262,-4911940.57669416,-6943666.1778257,-13038842.9812203,2014-09-09
"2364",-1341443.88744892,-2865307.39522827,-4897125.40560074,-6928943.41597321,-13024397.4470906,2014-09-10
"2365",-1313297.14579762,-2838126.99781216,-4871233.46716488,-6904339.9365176,-13003659.3445758,2014-09-11
"2366",-1299957.01093911,-2842569.90212714,-4899387.09037783,-6956204.27862853,-13126655.8433806,2014-09-12
"2367",-1264762.46673996,-2807546.24444149,-4864591.28137687,-6921636.31831225,-13092771.4291184,2014-09-15
"2368",-1231081.01456687,-2775439.12339879,-4834583.26850802,-6893727.41361724,-13071159.8489449,2014-09-16
"2369",-1198498.62210572,-2742787.42400694,-4801839.15987524,-6860890.89574355,-13038046.1033484,2014-09-17
"2370",-1168938.48736268,-2712260.94502871,-4770024.22191676,-6827787.4988048,-13001077.3294689,2014-09-18
"2371",-1117722.53902435,-2643261.9575169,-4677314.51550697,-6711367.07349704,-12813524.7474672,2014-09-19
"2372",-1077418.11065992,-2594334.43470519,-4616889.53343222,-6639444.63215925,-12707109.9283403,2014-09-22
"2373",-1063651.71240014,-2598763.15368844,-4645578.4087395,-6692393.66379056,-12832839.4289437,2014-09-23
"2374",-1038594.86572519,-2575233.99221775,-4624086.16087449,-6672938.32953123,-12819494.8355015,2014-09-24
"2375",-1010542.00445839,-2547181.13095094,-4596033.29960769,-6644885.46826443,-12791441.9742347,2014-09-25
"2376",-978771.663958659,-2515723.61960647,-4564992.89380356,-6614262.16800064,-12762069.9905919,2014-09-26
"2377",-959316.293962111,-2495777.74184355,-4544393.00568547,-6593008.26952739,-12738854.0610532,2014-09-29
"2378",-924337.314586848,-2442971.21583222,-4467816.41749272,-6492661.61915322,-12567197.2241347,2014-09-30
"2379",-916014.99711458,-2433121.21315569,-4455929.50121051,-6478737.78926533,-12547162.6534298,2014-10-01
"2380",-908115.268756578,-2425617.52440165,-4448953.86526175,-6472290.20612185,-12542299.2287022,2014-10-02
"2381",-904432.498920829,-2421621.92541065,-4444541.16073041,-6467460.39605017,-12536218.1020094,2014-10-03
"2382",-904848.282423377,-2422037.7089132,-4444956.94423295,-6467876.17955271,-12536633.885512,2014-10-06
"2383",-919254.842269224,-2434502.3670217,-4454832.400025,-6475162.4330283,-12536152.5320382,2014-10-07
"2384",-922290.90115235,-2437538.42590482,-4457868.45890812,-6478198.49191143,-12539188.5909213,2014-10-08
"2385",-934535.773712478,-2449387.25886099,-4469189.23905901,-6488991.21925703,-12548397.1598511,2014-10-09
"2386",-950959.777301969,-2465811.26245048,-4485613.2426485,-6505415.22284652,-12564821.1634406,2014-10-10
"2387",-976996.288721037,-2501802.61872642,-4534877.72540027,-6567952.83207412,-12667178.1520957,2014-10-14
